tweet_id,created_at,username,text,retweet_count,favorite_count,lang,hashtags,mentions,urls,user_followers,user_location,is_retweet,sentiment
900000000000000029,Tue Mar 10 01:14:15 +0000 2026,propforce_fr_626,RT @PitchsideNews: Ireland confirm ticket sales for Italy clash open this Friday. #Ireland #SixNations #MatchDay https://example.net/highlights-reel,38,18,en,Ireland;SixNations;MatchDay,,https://example.net/highlights-reel,10548,Edinburgh,True,Neutral
900000000000000030,Mon Feb 23 08:24:05 +0000 2026,touchline_talk1981_976,Half time score: Ireland 27 - 29 England. Tight game so far. #Ireland #rugby https://rugbynews.example.org/recap,160,124,it,Ireland;rugby,,https://rugbynews.example.org/recap,889,Swansea,False,Neutral
900000000000000031,Wed Mar 11 04:34:55 +0000 2026,rucknroll_178,"Coach Sutherland needs to explain this Wales performance, nowhere near good enough vs Ireland 😤 #Ireland @MaulZoneFC",25,117,en,Ireland,MaulZoneFC,,5743,Nice,False,Negative
900000000000000032,Sat Feb 07 00:56:33 +0000 2026,mauling_it_uk_151,"Terrible decision from the referee there, cost England the match against Scotland honestly 😡",34,176,en,England;Championship;ENGvFRA,,,6526,Glasgow,False,Negative
900000000000000033,Wed Mar 04 10:07:48 +0000 2026,trylinehero_ie_283,Pundits are split on whether Ireland or Italy will control possession today. #Ireland #SCOvIRE https://rugbynews.example.org/recap,19,45,en,Ireland;SCOvIRE,,https://rugbynews.example.org/recap,1510,Paris,False,Neutral
900000000000000034,Sat Feb 07 13:37:16 +0000 2026,kickoffking_uk_92,RT @PitchsideNews: Me pretending I understand the offside rule while watching Ireland vs England 👏 absolute unit #England #FinalWhistle,326,166,en,England;FinalWhistle,,,2792,Leeds,True,Positive
900000000000000035,Thu Mar 05 17:28:09 +0000 2026,rugbyfanofficial_110,"Absolutely gutted for Ireland, that defence completely fell apart against Scotland today 😩",190,29,en,SixNations,,,206,Leeds,False,Negative
900000000000000036,Tue Mar 10 07:36:54 +0000 2026,fullback_fan_ie_647,Dubois running faster from the ref than from Ireland's defence 🙌 #Wales #Ireland #ENGvFRA,312,322,en,Wales;Ireland;ENGvFRA,,,5312,Milan,False,Positive
900000000000000037,Mon Mar 02 12:57:33 +0000 2026,grandslamgal1983_77,"Best Wales performance in years, that co-ordinated attack ripped Ireland apart 🏉",195,164,en,Wales;Ireland;TeamOfUs,,,6649,Cork,False,Positive
900000000000000038,Tue Mar 10 23:08:32 +0000 2026,conversion__778,"Predicting a tight one between England and France, could go either way tbh #England #France #Championship https://example.net/highlights-reel",266,95,en,England;France;Championship,SixNationsChat,https://example.net/highlights-reel,2726,Cork,False,Neutral
900000000000000039,Fri Feb 06 23:15:16 +0000 2026,propforce_uk_727,"So proud of this Italy team, that final try in the last minute was everything 🙌 #GrandSlamWatch https://example.com/rugby-report",264,282,en,GrandSlamWatch,,https://example.com/rugby-report,6315,Manchester,False,Positive
900000000000000040,Fri Feb 20 19:51:05 +0000 2026,lineoutlegendofficial_314,"RT @PitchsideNews: Coach Harrington has turned this Wales team around completely, brilliant tactics against Ireland 🔥 #Wales #RugbyFamily",218,276,en,Wales;RugbyFamily,,,7310,Paris,True,Positive
900000000000000041,Sat Feb 28 15:14:55 +0000 2026,wingwizard__607,RT @TryLineTalk: Official: kickoff time confirmed for France vs Ireland at Principality Stadium. not gonna lie #CrunchTime @PitchsideNews,194,150,en,CrunchTime,PitchsideNews,,6897,Swansea,True,Neutral
900000000000000042,Sun Mar 08 05:03:25 +0000 2026,trylineheroofficial_678,"RT @RugbyRoundupHQ: The England defence has been immense this championship, barely conceding a try 👏 #England #SixNations",226,620,en,England;SixNations,RugbyRoundupHQ,,7833,Swansea,True,Positive
900000000000000043,Thu Feb 26 04:26:08 +0000 2026,mauling_it1980_715,"RT @PitchsideNews: So proud of this Ireland team, that final try in the last minute was everything 😍 #Ireland #England #rugby #RugbyFamily @RuckReportUK",134,106,en,Ireland;England;rugby;RugbyFamily,RuckReportUK,,10960,Nice,True,Positive
900000000000000044,Sat Feb 14 02:47:45 +0000 2026,fullback_fan_fr_597,"What a game!! Ireland absolutely dominated Scotland tonight, that attack was unreal 😍",310,309,en,,,,6390,Dublin,False,Positive
900000000000000045,Sun Mar 01 18:26:26 +0000 2026,trylinehero_55,Me pretending I understand the offside rule while watching Italy vs Scotland 🙌 #rugby #SixNations,318,470,en,rugby;SixNations,,,9784,Rome,False,Positive
900000000000000046,Sun Feb 22 23:11:31 +0000 2026,wingwizard1992_254,RT @PitchsideNews: Me pretending I understand the offside rule while watching Wales vs England 🏉 #England #rugby #SixNations,351,265,en,England;rugby;SixNations,,,12230,Cork,True,Positive
900000000000000047,Fri Mar 13 17:47:27 +0000 2026,penaltykickerofficial_762,"RT @SixNationsChat: France defence today: come on in, the door's open lol 😍 #Ireland @OvalBallDaily https://sixnations.example.net/live",237,643,fr,Ireland,OvalBallDaily,https://sixnations.example.net/live,2273,Cardiff,True,Positive
900000000000000048,Tue Feb 17 15:22:40 +0000 2026,wingwizard_ie_892,Pundits are split on whether Ireland or Wales will control possession today. #Wales #TeamOfUs https://example.org/match-highlights,9,25,en,Wales;TeamOfUs,,https://example.org/match-highlights,5312,Toulouse,False,Neutral
900000000000000049,Fri Feb 20 01:17:06 +0000 2026,match_watcher280_714,"What a game!! Scotland absolutely dominated Ireland tonight, that attack was unreal 👏 #Scotland #Ireland #rugby #IREvFRA",96,461,en,Scotland;Ireland;rugby;IREvFRA,,,154901,Manchester,False,Positive
900000000000000050,Tue Mar 03 03:37:50 +0000 2026,mauling_it_uk_724,"RT @SixNationsChat: Best Ireland performance in years, that co-ordinated attack ripped England apart 😍 #Ireland #SixNations",400,219,en,Ireland;SixNations,,,1428,Toulouse,True,Positive
900000000000000051,Wed Feb 11 08:53:48 +0000 2026,offload__fr_254,"RT @TryLineTalk: Congratulations to England on a brilliant win over France, the defence was rock solid all match 😍 #England #France #rugby #SixNations #WALvSCO",66,413,en,England;France;rugby;SixNations;WALvSCO,,,1884,Cork,True,Positive
900000000000000052,Tue Mar 10 10:17:38 +0000 2026,mauling_it880_338,Is it just me or has France attack been really flat this championship? #France #England #RugbyUnion #SCOvIRE @RugbyRoundupHQ,47,156,en,France;England;RugbyUnion;SCOvIRE,RugbyRoundupHQ,,235,Leeds,False,Neutral
900000000000000053,Sat Mar 07 16:21:55 +0000 2026,trylineheroofficial_499,"France defence today: come on in, the door's open lol 🙌 #France #England #MatchDay",334,367,en,France;England;MatchDay,,,4936,Paris,False,Positive
900000000000000054,Tue Mar 10 23:24:32 +0000 2026,fullback_fan517_530,RT @SixNationsChat: France confirm ticket sales for Scotland clash open this Friday. #France #Scotland,75,109,en,France;Scotland,,,2957,Leeds,True,Neutral
900000000000000055,Fri Mar 06 06:29:34 +0000 2026,the_terrace_611,"France defence today: come on in, the door's open lol 💪 #France #MatchDay https://example.net/highlights-reel",229,476,en,France;MatchDay,,https://example.net/highlights-reel,7634,Swansea,False,Positive
900000000000000056,Tue Feb 24 12:06:47 +0000 2026,ovalball_329,Referee for England vs Ireland confirmed as part of the officiating panel this round. #SixNations #ENGvFRA,108,38,en,SixNations;ENGvFRA,,,5393,Nice,False,Neutral
900000000000000057,Mon Feb 16 17:20:12 +0000 2026,match_watcher_253,"I reckon Scotland edge this by a converted try over Wales, defence will be key #Scotland #Wales",242,486,en,Scotland;Wales,,,5003,Edinburgh,False,Neutral
900000000000000058,Thu Feb 12 21:58:23 +0000 2026,offload_1987_340,"Lecomte missed another kick, England really struggling for points tonight 😩 #SCOvIRE @OvalBallDaily",21,467,en,SCOvIRE,OvalBallDaily,,3789,Milan,False,Negative
900000000000000059,Tue Feb 24 12:34:03 +0000 2026,sidestep233_212,Official: kickoff time confirmed for Scotland vs England at Stade de France. #RugbyUnion @RugbyRoundupHQ,193,140,en,RugbyUnion,RugbyRoundupHQ,,3721,Manchester,False,Neutral
900000000000000060,Wed Feb 18 21:06:10 +0000 2026,trylinehero_fr_841,"Absolute unit of a performance from the England pack today, dominating the breakdown 🙌 #France #SixNations #IREvENG #SixNations2026 @RuckReportUK",410,298,en,France;SixNations;IREvENG;SixNations2026,RuckReportUK,,5824,Milan,False,Positive
900000000000000061,Sun Mar 08 06:51:36 +0000 2026,mauling_it__287,"RT @TryLineTalk: So disappointed watching Ireland today, Wales deserved that win comfortably 😡 #Ireland #Championship #RugbyFamily @TryLineTalk",30,434,en,Ireland;Championship;RugbyFamily,TryLineTalk,,6324,London,True,Negative
900000000000000062,Wed Mar 11 04:09:31 +0000 2026,rugbyfan990_397,RT @RugbyRoundupHQ: BREAKING: Novak ruled out for Ireland with injury ahead of England match. #ENGvWAL @PitchsideNews,203,70,en,ENGvWAL,PitchsideNews,,4462,Edinburgh,True,Neutral
900000000000000063,Mon Feb 09 11:29:15 +0000 2026,trylinehero10_145,"That performance from England was class from start to finish, 21 points and never looked back 🏉 #SixNations",311,88,en,SixNations,,,3150,,False,Negative
900000000000000064,Wed Mar 11 11:59:24 +0000 2026,the_terrace_ie_604,"England lost the plot in the second half, Italy punished every single error 🙄 #England #Italy #Rugby",189,74,en,England;Italy;Rugby,,,2338,Paris,False,Negative
900000000000000065,Sat Feb 07 18:20:15 +0000 2026,mauling_it_564,Pundits are split on whether France or Wales will control possession today. #ENGvWAL,134,361,en,ENGvWAL,,,10156,Swansea,False,Neutral
900000000000000066,Sat Feb 14 14:26:42 +0000 2026,conversion_official_690,RT @PitchsideNews: Costa starts at fly-half for England this weekend against Italy. #England #FRAvITA,70,196,en,England;FRAvITA,,,5812,Limerick,True,Neutral
900000000000000067,Fri Feb 27 14:09:44 +0000 2026,mauling_it_475,"Huge win for Scotland at at Aviva Stadium, the crowd was absolutely electric 😍 https://example.net/highlights-reel",99,620,en,Scotland;rugby,,https://example.net/highlights-reel,4208,Milan,False,Positive
900000000000000068,Sun Feb 15 03:38:44 +0000 2026,wingwizard_839,Anyone know why Marsh isn't starting for Scotland today?? class act #Scotland #rugby #SixNations,94,328,en,Scotland;rugby;SixNations,,,150509,Milan,False,Negative
900000000000000069,Tue Mar 10 00:59:47 +0000 2026,touchline_talk_ie_654,RT @PitchsideNews: Devine running faster from the ref than from Wales's defence 💪,204,70,en,Ireland;Wales;ENGvFRA;PitchsideView,RuckReportUK,,2909,Belfast,True,Positive
900000000000000070,Mon Mar 02 22:56:15 +0000 2026,scrumtime_66,"RT @SixNationsChat: Devastating result for England fans, that final try from Ireland in the last minute hurt 🙄 #England #Ireland",15,204,en,England;Ireland,,,331,Cardiff,True,Negative
900000000000000071,Fri Mar 13 04:52:32 +0000 2026,sidestep1986_128,"Absolutely gutted for Ireland, that defence completely fell apart against Scotland today 😩 so gutted",56,396,en,TeamOfUs;WALvSCO,OvalBallDaily,,2367,,False,Negative
900000000000000072,Tue Feb 10 09:06:05 +0000 2026,penaltykicker_118,France confirm ticket sales for Ireland clash open this Friday. #France #Ireland #SixNations #RoundFive,85,152,en,France;Ireland;SixNations;RoundFive,,,9206,Glasgow,False,Neutral
900000000000000073,Wed Mar 04 14:35:57 +0000 2026,scrumtime1987_222,RT @PitchsideNews: Scotland confirm ticket sales for Wales clash open this Friday. #Wales #rugby #IREvFRA @RuckReportUK,10,130,en,Wales;rugby;IREvFRA,RuckReportUK,,4072,Leeds,True,Neutral
900000000000000074,Thu Mar 05 07:37:23 +0000 2026,propforce_ie_769,RT @RugbyRoundupHQ: What's the team news for Ireland vs Wales this weekend? Anyone seen the lineup? #Ireland #Wales #Rugby,330,70,en,Ireland;Wales;Rugby,,,10236,Nice,True,Neutral
900000000000000075,Thu Mar 05 09:17:25 +0000 2026,sidestep_uk_450,"Hard to see past Wales winning this one, France defence has been shaky #France @SixNationsChat",32,269,en,France,SixNationsChat,,2241,,False,Neutral
900000000000000076,Sun Feb 08 14:41:06 +0000 2026,fullback_fan_ie_381,"NOT THE ENGLAND PERFORMANCE WE NEEDED, WAY TOO MANY MISTAKES IN ATTACK 😡 #SixNations @OvalBallDaily",227,360,en,SixNations,OvalBallDaily,,8945,Toulouse,False,Negative
900000000000000077,Sat Feb 28 22:22:08 +0000 2026,lineoutlegend_798,RT @SixNationsChat: Referee for Italy vs Scotland confirmed as part of the officiating panel this round.,55,76,en,Italy;Scotland;RugbyUnion;SCOvIRE;RugbyFamily,,,4548,Leeds,True,Neutral
900000000000000078,Mon Feb 23 16:14:24 +0000 2026,mauling_it1983_214,RT @PitchsideNews: Lecomte running faster from the ref than from Wales's defence 💪 #England #SixNations,84,389,fr,England;SixNations,,,7858,Belfast,True,Positive
900000000000000079,Thu Feb 19 12:06:59 +0000 2026,fullback_fan_181,Weather looks dry for the France vs England match at Murrayfield today. #rugby #SixNations https://example.org/match-highlights,49,199,en,rugby;SixNations,,https://example.org/match-highlights,14122,Newcastle,False,Neutral
900000000000000080,Mon Mar 09 05:48:37 +0000 2026,lineoutlegend_fr_707,"So proud of this Wales team, that final try in the last minute was everything 🙌 #Wales #ENGvFRA",189,464,en,Wales;ENGvFRA,,,9510,Belfast,False,Positive
900000000000000081,Sat Feb 28 00:50:29 +0000 2026,scrumtime330_350,"So proud of this Ireland team, that final try in the last minute was everything 👏 #Ireland #RugbyUnion #rugby",171,448,en,Ireland;RugbyUnion;rugby,,,1762,Milan,False,Positive
900000000000000082,Wed Mar 04 12:44:01 +0000 2026,kickoffking_uk_112,"Huge win for Ireland at Twickenham, the crowd was absolutely electric 😍 #Ireland #England #rugby",394,382,en,Ireland;England;rugby,,,7606,Milan,False,Neutral
900000000000000083,Sun Feb 08 02:28:01 +0000 2026,lineoutlegendofficial_537,"If Wales sort out their lineout, they beat Ireland comfortably this weekend big mood #Wales #Ireland https://example.com/stats/tries",183,95,en,Wales;Ireland,,https://example.com/stats/tries,6970,Swansea,False,Neutral
900000000000000084,Wed Feb 11 15:49:28 +0000 2026,ovalballofficial_109,Full time stats: England had 5 points from set pieces against France. #rugby @OvalBallDaily,263,70,en,rugby,OvalBallDaily,,3097,Cardiff,False,Neutral
900000000000000085,Fri Feb 20 00:01:16 +0000 2026,conversion__103,"RT @TryLineTalk: Best England performance in years, that co-ordinated attack ripped Scotland apart 👏 #SixNations",362,328,en,SixNations,,,1909,Paris,True,Positive
900000000000000086,Thu Feb 12 19:52:49 +0000 2026,match_watcher_ie_80,Full time stats: Ireland had 7 points from set pieces against France. proper mess #Ireland #SixNations #IREvENG,46,73,en,Ireland;SixNations;IREvENG,,,2276,Glasgow,False,Positive
900000000000000087,Thu Feb 12 10:02:28 +0000 2026,ovalball_259,Referee for Wales vs Ireland confirmed as part of the officiating panel this round. big mood #Wales #MatchDay #rugby https://rugbynews.example.org/recap,189,19,en,Wales;MatchDay;rugby,,https://rugbynews.example.org/recap,2907,Rome,False,Neutral
900000000000000088,Sat Feb 07 10:05:31 +0000 2026,grandslamgal_899,"If Italy sort out their lineout, they beat France comfortably this weekend #France #rugby",94,319,en,France;rugby,,,3745,Glasgow,False,Neutral
900000000000000089,Sun Feb 08 00:06:43 +0000 2026,kickoffkingofficial_604,Report: Coach Sutherland set to extend contract with Wales after strong championship run. #England #MatchDay #Rugby https://example.net/highlights-reel,272,171,en,England;MatchDay;Rugby,,https://example.net/highlights-reel,1267,Bristol,False,Neutral
900000000000000090,Wed Feb 11 18:45:34 +0000 2026,touchline_talk__227,Report: Coach Delaney set to extend contract with Scotland Scotland after strong championship run. #Scotland,66,2,en,Scotland,,,4834,Dublin,False,Neutral
900000000000000091,Mon Feb 16 13:20:14 +0000 2026,touchline_talk_398,"RT @TryLineTalk: France 1 - 0 doubters. What a win against Scotland, championship dream still alive 💪 #France #Scotland",285,323,und,France;Scotland,,,137,Limerick,True,Positive
900000000000000092,Sat Feb 28 23:09:04 +0000 2026,sidestep_fr_105,Ireland confirm ticket sales for France clash open this Friday. #Ireland #France #SixNations https://example.net/highlights-reel,97,1,en,Ireland;France;SixNations,,https://example.net/highlights-reel,2872,Milan,False,Neutral
900000000000000093,Wed Feb 25 17:09:01 +0000 2026,scrumtime_fr_429,RT @SixNationsChat: Why does Ireland keep giving away penalties in their own half against England??,56,193,en,rugby,TryLineTalk,,6434,Swansea,True,Neutral
900000000000000094,Fri Mar 06 09:44:01 +0000 2026,flyhalf_1992_96,"I reckon England edge this by a converted try over Wales, defence will be key #Wales #SixNations",39,183,en,Wales;SixNations,,,8068,Cardiff,False,Neutral
900000000000000095,Fri Feb 13 11:52:46 +0000 2026,fullback_fan_62,BREAKING: Duffy ruled out for England with injury ahead of France match. #England #France #rugby #Rugby https://example.com/stats/tries,7,24,en,England;France;rugby;Rugby,,https://example.com/stats/tries,2190,Dublin,False,Neutral
900000000000000096,Thu Mar 05 13:46:02 +0000 2026,sidestep_494,RT @TryLineTalk: Ticket prices for the Ireland vs England fixture at Principality Stadium released today. #Ireland #SixNations,218,30,en,Ireland;SixNations,,,2144,London,True,Neutral
900000000000000097,Thu Mar 12 08:43:08 +0000 2026,rugbyfanofficial_834,"Ireland attack has gone missing this championship, no ideas at all against Wales 😩 #Ireland #Wales #Rugby https://example.com/stats/tries",184,370,en,Ireland;Wales;Rugby,,https://example.com/stats/tries,886,Cardiff,False,Negative
900000000000000098,Tue Mar 03 18:35:58 +0000 2026,offload__81,Team news: Coach Delaney makes three changes for England ahead of the Ireland match. #SixNations,48,143,en,SixNations,,,2295,Glasgow,False,Neutral
900000000000000099,Tue Mar 03 13:10:29 +0000 2026,lineoutlegend__418,Is it just me or has has Ireland attack been really flat this championship? #rugby,168,176,en,rugby,,,2547,,False,Neutral
900000000000000100,Wed Mar 04 08:01:38 +0000 2026,penaltykicker495_581,RT @SixNationsChat: Full time stats: Italy had 14 points from set pieces against Wales. #Italy #Championship,53,164,en,Italy;Championship,,,437,Manchester,True,Neutral
900000000000000101,Sat Feb 21 18:03:38 +0000 2026,trylinehero_fr_936,"RT @RugbyRoundupHQ: Moretti missed another kick, England really struggling for points tonight 😢 #England #France @OvalBallDaily",272,193,en,England;France,OvalBallDaily,,3203,Newcastle,True,Negative
900000000000000102,Mon Mar 09 02:01:44 +0000 2026,touchline_talk386_440,"Coach Kavanagh has turned this France team around completely, brilliant tactics against Italy 💪 #France #rugby https://rugbynews.example.org/recap",150,14,en,France;rugby,,https://rugbynews.example.org/recap,2420,Cork,False,Positive
900000000000000103,Sat Feb 28 11:22:32 +0000 2026,penaltykicker_uk_374,Pundits are split on whether Italy or Scotland will control possession today. #ENGvFRA https://example.org/match-highlights,141,163,en,ENGvFRA,,https://example.org/match-highlights,5984,Swansea,False,Neutral
900000000000000104,Wed Mar 11 06:49:00 +0000 2026,grandslamgal__616,"RT @TryLineTalk: Absolute unit of a performance from the Scotland pack today, dominating the breakdown 🎉 #Scotland #England #rugby #MatchDay #IREvENG",214,63,en,Scotland;England;rugby;MatchDay;IREvENG,,,7203,,True,Negative
900000000000000105,Thu Feb 19 01:14:12 +0000 2026,offload_753_478,Pundits are split on whether Scotland or Italy will control possession today.,87,267,en,Italy;SixNations;rugby;SixNations2026,,,6148,Limerick,False,Neutral
900000000000000106,Mon Feb 09 23:36:33 +0000 2026,grandslamgal_186,Weather looks dry for the Wales vs Italy match at Stade de France today. #Italy #Championship #ITAvWAL,63,214,en,Italy;Championship;ITAvWAL,,,3001,Cardiff,False,Neutral
900000000000000107,Thu Feb 26 10:47:20 +0000 2026,trylinehero__115,"That performance from Ireland was class from start to finish, 10 points and never looked back 🏉 proper mess #Ireland #WALvSCO",223,227,en,Ireland;WALvSCO,,,13976,Rome,False,Positive
900000000000000108,Thu Mar 12 05:14:58 +0000 2026,flyhalf__fr_576,Wales confirm ticket sales for England clash open this Friday. #England #SixNations,83,257,en,England;SixNations,,,4160,Cork,False,Neutral
900000000000000109,Fri Feb 27 08:19:07 +0000 2026,flyhalf_341_102,France confirm ticket sales for Ireland clash open this Friday. #Ireland #rugby,102,55,en,Ireland;rugby,,,145901,Manchester,False,Neutral
900000000000000110,Thu Feb 26 08:54:06 +0000 2026,fullback_fan_fr_764,"RT @SixNationsChat: Terrible decision from the referee there, cost France the match against Wales honestly 😢 #IREvFRA",74,16,en,IREvFRA,RugbyRoundupHQ,,12143,Cardiff,True,Negative
900000000000000111,Fri Feb 27 07:37:02 +0000 2026,grandslamgal2012_473,RT @TryLineTalk: Weather looks dry for the England vs Ireland match at Aviva Stadium today. #England #Ireland #rugby #Championship #IREvENG,12,283,en,England;Ireland;rugby;Championship;IREvENG,OvalBallDaily,,3153,,True,Neutral
900000000000000112,Fri Feb 27 07:22:58 +0000 2026,ovalball_481,Whitmore with a MASSIVE try in the corner!! England fans are buzzing right now 🏆,240,175,en,England;Ireland;MatchDay;GrandSlamWatch,,,7785,Manchester,False,Positive
900000000000000113,Fri Feb 20 01:51:01 +0000 2026,offload__374,"France attack has gone missing this championship, no ideas at at all against Wales 😩 shocking tbh #Wales #SixNations",45,282,en,Wales;SixNations,,,6710,Swansea,False,Negative
